date,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,r_and_d,marketing,employee_count
2018-04-14,94062,43128,33284,5084,17650,12566,2341,2600,7625,1096010024,93184,48546,44638,47784,24700,3602,22930,7717,35568,3875,4914,7643
2018-04-15,71216,36054,37189,3990,-2027,-6017,1786,0,-7803,1096002221,94054,60031,34023,53859,14303,2874,18131,9670,10610,3693,4760,7565
2018-04-16,74828,34938,18801,3924,21089,17165,478,3639,13048,1096015269,103503,52375,51128,44588,26968,1885,13987,6360,26227,2338,2632,7338
2018-04-17,34848,16223,34918,1854,-16293,-18147,850,0,-18997,1095996272,44136,20794,23342,18962,12351,2363,6720,4527,11384,2742,4813,7540
2018-04-18,77088,29490,28433,4278,19165,14887,1568,2793,10526,1096006798,97531,54646,42885,44313,25164,1946,17525,5703,20611,3278,4687,7601
2018-04-19,52901,21472,20362,1107,11067,9960,952,2418,6590,1096013388,51743,24127,27616,22509,14817,1762,12557,3886,15203,1589,3336,7680
2018-04-20,116738,55826,24918,3863,35994,32131,1616,5840,24675,1096038063,168718,96281,72437,79286,31219,7925,18017,11303,57367,3647,4042,7766
2018-04-21,67935,27058,20901,1586,19976,18390,1982,3797,12611,1096050674,70486,40566,29920,31939,17125,4049,18992,6327,13576,2987,2490,7593
2018-04-22,82626,44408,26186,4658,12032,7374,902,1337,5135,1096055809,78730,44161,34569,39402,14250,6191,12544,7533,25339,3374,3418,7637
2018-04-23,95135,50460,38911,2229,5764,3535,1992,408,1135,1096056944,143184,90889,52295,58935,24574,3303,22930,15131,17219,3745,7617,7826
2018-04-24,135125,68100,23607,3353,43418,40065,1373,7124,31568,1096088512,207964,100188,107776,122807,44549,5516,39572,11752,82300,3434,5809,7553
2018-04-25,110603,48862,33104,2443,28637,26194,2442,4901,18851,1096107363,130918,55556,75362,76805,31505,5505,30925,7766,28912,2832,8206,7631
2018-04-26,132082,53477,28162,4835,50443,45608,1732,10831,33045,1096140408,133337,72486,60851,57379,31495,3375,34931,10139,43388,3639,3946,7522
2018-04-27,74465,40529,37950,2048,-4014,-6062,1027,0,-7089,1096133319,71317,40036,31281,38207,13116,5158,15563,7037,17917,4747,8906,7711
2018-04-28,110452,50161,24989,5103,35302,30199,1264,7122,21813,1096155132,174610,118386,56224,77881,31573,6476,29203,11210,32007,2691,4747,7395
2018-04-29,72035,29859,42097,1846,79,-1767,843,0,-2610,1096152522,79776,33549,46227,39117,24226,4365,18266,4814,34317,2337,5773,7633
2018-04-30,219900,78582,26198,9929,115120,105191,6520,26258,72413,1096224935,201564,115284,86280,104267,48551,8947,35590,14765,67491,3347,3786,7687
2018-05-01,74789,36214,39017,3263,-442,-3705,1620,0,-5325,1096219610,119340,64913,54427,59885,28176,2047,21890,8774,38178,3531,4541,7609
2018-05-02,73436,32508,20926,3278,20002,16724,1563,3505,11656,1096231266,103597,49521,54076,43807,23282,2527,15389,5735,25855,2901,4792,7480
2018-05-03,65555,29680,28345,2392,7530,5138,461,1106,3571,1096234837,78962,36136,42826,46027,25352,3391,13131,5712,32072,3224,6007,7871
2018-05-04,110446,54310,44970,5202,11166,5964,2442,766,2756,1096237593,104621,55682,48939,52325,20368,5065,32498,11092,36857,4964,4538,7536
2018-05-05,67650,36415,30578,2889,657,-2232,1544,0,-3776,1096233817,96030,46914,49116,50060,25343,2684,12966,9030,19831,2464,3349,7482
2018-05-06,143100,68496,43049,3491,31555,28064,932,7012,20120,1096253937,151856,84807,67049,73973,30400,3669,24547,10579,49620,3039,4631,7610
2018-05-07,96271,44261,30825,5087,21185,16098,895,3637,11566,1096265503,102381,67693,34688,58561,19698,5715,20694,12101,10543,1968,3539,7617
2018-05-08,115589,47772,26856,5653,40961,35308,2899,7803,24606,1096290109,165036,107432,57604,91119,31626,5575,27130,11939,31580,1630,2759,7893
2018-05-09,120818,53613,19989,6539,47216,40677,3467,7757,29453,1096319562,172831,99056,73775,89265,32969,3842,23811,13618,37851,2218,2274,8004
2018-05-10,101753,53044,25793,3075,22916,19841,1771,4926,13144,1096332706,143772,71102,72670,60720,34642,4174,29891,9448,23066,2679,3867,7847
2018-05-11,88417,42200,24979,3756,21238,17482,746,3095,13641,1096346347,111888,46608,65280,56813,31796,4366,15594,9159,31325,3361,4762,7662
2018-05-12,149669,56600,27578,8904,65491,56587,3486,12066,41035,1096387382,200273,138577,61696,106295,26326,4205,37521,10924,40587,1442,4311,7800
2018-05-13,87493,47057,39206,5176,1230,-3946,2576,0,-6522,1096380860,95399,44007,51392,38337,25894,3059,16613,12634,29559,2957,9389,7725
2018-05-14,73165,29592,22903,1755,20670,18915,1179,4514,13222,1096394082,115346,54858,60488,65703,27429,2768,12596,6916,40558,1612,4340,7497
2018-05-15,137438,74535,30349,4913,32554,27641,1162,5441,21038,1096415120,193355,128333,65022,88873,29744,6681,25703,17357,21405,3427,5566,7768
2018-05-16,102030,36218,29253,4495,36559,32064,2049,7463,22552,1096437672,133547,75834,57713,65010,28351,2648,20557,9705,35575,3901,6826,7900
2018-05-17,134652,50108,38664,4691,45880,41189,1215,9061,30913,1096468585,135005,69292,65713,57992,31401,6960,20232,11520,31786,3843,8882,7564
2018-05-18,92492,34460,25214,3094,32818,29724,2613,6154,20957,1096489542,88329,37252,51077,40349,27419,3472,25816,8342,18850,1663,5673,7765
2018-05-19,164146,64335,40954,8594,58857,50263,3977,9927,36359,1096525901,179207,110463,68744,85648,32116,6704,28259,11520,24960,2346,8936,7567
2018-05-20,141609,53001,22603,6368,66005,59637,2552,11951,45134,1096571035,208273,112006,96267,113603,39382,6268,30833,13239,66920,1377,4264,7830
2018-05-21,62978,31693,21882,3459,9403,5944,1768,782,3394,1096574429,99027,55929,43098,55457,22664,1601,11451,7793,17693,2805,2758,7654
2018-05-22,129035,59675,20502,7584,48858,41274,1837,7808,31629,1096606058,152656,65052,87604,64139,49378,3722,30829,17055,27113,2500,3765,7536
2018-05-23,155783,64083,23915,4618,67785,63167,4470,14411,44286,1096650344,184264,106094,78170,98933,32183,6983,41990,12337,34222,2116,3650,7920
2018-05-24,96470,49557,15956,3873,30957,27084,764,6563,19757,1096670101,100528,44278,56250,60063,23004,2825,18218,11914,29123,1597,3161,7537
2018-05-25,105916,39090,25431,5301,41395,36094,1294,8028,26772,1096696873,96605,49772,46833,42812,27734,3209,27212,11292,14554,3318,5602,7656
2018-05-26,71751,38180,18668,1887,14903,13016,1197,2870,8949,1096705822,106265,66516,39749,48514,21463,3273,21518,9643,29601,1582,3160,7647
2018-05-27,99963,37349,36764,2148,25850,23702,1761,6103,15838,1096721660,126450,61877,64573,74281,33646,2528,29775,7724,45559,3351,3742,7599
2018-05-28,117960,55456,39072,3388,23432,20044,3118,3640,13286,1096734946,182342,97741,84601,101846,40938,6194,18315,8620,27247,3584,9622,7754
2018-05-29,98610,47598,25816,2008,25196,23188,2668,5719,14801,1096749747,114229,79371,34858,57682,19552,5091,16815,9867,23373,3122,4251,7506
2018-05-30,106085,54104,50942,4484,1039,-3445,1642,0,-5087,1096744660,98943,54995,43948,49281,22015,8018,31010,14057,18796,4989,9006,7659
2018-05-31,82974,34530,21194,3281,27250,23969,678,6371,16920,1096761580,108723,59874,48849,50609,27218,3812,17134,10286,30721,2639,3901,7735
2018-06-01,81066,42061,21930,4683,17075,12392,695,2833,8864,1096770444,87220,53849,33371,40075,16691,3887,18935,12548,21202,1585,5045,8110
2018-06-02,69864,36874,19594,4036,13396,9360,958,2081,6321,1096776765,64967,37595,27372,34678,15283,2948,17427,9547,12105,1322,3671,7593
2018-06-03,103904,37309,30575,3256,36020,32764,1056,6049,25659,1096802424,103767,68803,34964,51268,20485,4331,21545,11156,26738,3236,5027,7319
2018-06-04,88733,40608,24620,4330,23505,19175,1710,3294,14171,1096816595,136953,54854,82099,63799,42451,2424,25682,9527,42266,3025,4021,7714
2018-06-05,81974,37055,25487,2502,19432,16930,1616,3299,12015,1096828610,117858,50326,67532,68487,36830,5000,15004,6957,45123,1598,3037,7578
2018-06-06,94219,51070,24325,3932,18824,14892,892,3029,10971,1096839581,122527,53684,68843,72159,39144,7030,24167,8095,21761,3447,2604,7673
2018-06-07,75321,40697,16760,3027,17864,14837,2008,3272,9557,1096849138,119244,57284,61960,57845,32950,3429,13826,9479,49350,2341,1747,7535
2018-06-08,173838,79238,23552,5003,71048,66045,1372,14478,50195,1096899333,207864,123313,84551,107727,34701,9573,42792,12079,27388,2350,2702,7597
2018-06-09,104316,56590,33643,2593,14083,11490,2401,2336,6753,1096906086,158457,81067,77390,88152,38307,5158,30796,8565,37813,1990,5847,7415
2018-06-10,130044,67131,39897,6591,23016,16425,1639,2663,12123,1096918209,150774,93567,57207,64631,27559,4368,34993,12838,29608,2964,9026,7681
2018-06-11,61492,26516,29131,1534,5845,4311,555,792,2964,1096921173,59152,28991,30161,34064,16542,2621,12036,7615,16739,4073,7243,7949
2018-06-12,133845,48869,39150,4236,45826,41590,2741,10180,28669,1096949842,132116,58633,73483,68860,29969,6617,35993,8733,25324,2355,8050,7814
2018-06-13,108633,54403,34731,5870,19499,13629,2663,2061,8905,1096958747,160415,84351,76064,88271,42438,3986,19190,12892,54291,4753,5718,7512
2018-06-14,186165,96479,44169,5097,45517,40420,3633,7360,29427,1096988174,287502,159655,127847,138280,55191,5536,43086,28775,65067,5399,10967,7514
2018-06-15,102416,50469,22304,3162,29643,26481,2459,4852,19170,1097007344,110212,66229,43983,59465,23156,6723,23780,13035,33266,3139,3516,7814
2018-06-16,72741,39408,22834,1721,10499,8778,410,1809,6559,1097013903,71326,34202,37124,39673,14935,3498,19161,7550,25398,1642,5530,7860
2018-06-17,105207,57400,26064,2424,21743,19319,1332,3829,14158,1097028061,109462,55051,54411,47711,29087,7012,16649,11905,22904,1564,5159,7592
2018-06-18,110376,43988,33043,6080,33345,27265,1319,6833,19113,1097047174,111482,62203,49279,59349,26329,5128,24273,6731,31552,3017,4817,7577
2018-06-19,135657,69146,25982,5569,40529,34960,2264,6893,25803,1097072977,188375,87201,101174,111015,59731,4691,29629,16834,71422,3174,5049,7711
2018-06-20,108478,46299,67906,5174,-5727,-10901,716,0,-11617,1097061360,119809,83319,36490,50517,19051,4960,27079,12667,12149,3594,14222,7646
2018-06-21,34178,18767,21575,1564,-6164,-7728,466,0,-8194,1097053166,47023,20121,26902,23603,12694,1245,6217,4839,18042,1624,2812,7767
2018-06-22,108892,42521,21739,3013,44632,41619,687,8936,31996,1097085162,114073,53458,60615,50625,24429,5428,31274,9393,33718,1295,4495,7551
2018-06-23,188936,86627,41728,4380,60581,56201,3456,10620,42125,1097127287,208955,123074,85881,86537,36404,6878,30534,17560,58488,4701,10062,7982
2018-06-24,70123,24873,26284,1680,18966,17286,2043,2974,12269,1097139556,86755,58717,28038,41876,13593,3643,17525,5675,21383,3558,3993,7767
2018-06-25,179900,85520,41470,7101,52910,45809,4748,9734,31327,1097170883,195677,135425,60252,79839,26270,6732,39004,17122,39932,4149,7242,7735
2018-06-26,128780,69313,42136,5191,17331,12140,3651,2128,6361,1097177244,187276,105885,81391,83164,47461,9411,35211,17109,44780,2510,10526,7921
2018-06-27,86555,42796,41466,1756,2293,537,550,0,-13,1097177231,124792,83966,40826,66019,18168,5614,20720,11823,29370,3246,4363,7656
2018-06-28,76255,35963,30723,2596,9569,6973,2244,1263,3466,1097180697,96325,51506,44819,50339,26524,1976,16549,9775,29599,1787,4156,7597
2018-06-29,65287,30753,22091,2120,12443,10323,746,2620,6957,1097187654,90841,54686,36155,54282,15537,3636,11393,7801,18923,2296,5293,7663
2018-06-30,73887,35189,59590,3268,-20892,-24160,964,0,-25124,1097162530,75722,39154,36568,31800,21494,2000,15084,8777,22739,6126,12823,7670
2018-07-01,138867,69885,16472,3596,52510,48914,2994,11009,34911,1097197441,217279,123466,93813,101831,47704,10168,32742,14937,35590,1506,4083,7604
2018-07-02,139879,63261,36167,7969,40451,32482,3678,7980,20824,1097218265,134291,70795,63496,77414,30032,3975,33288,9843,43824,5417,8723,7811
2018-07-03,105547,46049,20518,4008,38980,34972,1092,6690,27190,1097245455,142948,60307,82641,77355,47034,3304,23174,7557,64456,1806,3569,7671
2018-07-04,212869,91961,38607,7612,82301,74689,2428,18942,53319,1097298774,223231,119694,103537,114573,54746,6140,35362,24880,75575,5725,9649,7752
2018-07-05,105384,40295,19203,3037,45886,42849,2061,9435,31353,1097330127,103000,67846,35154,53023,17278,5962,28758,10023,16047,2568,2681,7662
2018-07-06,86184,38591,25659,2609,21934,19325,1674,4236,13415,1097343542,124587,76411,48176,68838,21165,4673,13500,8541,23069,2367,6058,7760
2018-07-07,79259,32952,25511,2990,20796,17806,2371,3169,12266,1097355808,75231,32787,42444,42896,18963,4062,18175,8962,32916,2688,2875,8075
2018-07-08,32520,12919,30357,1158,-10756,-11914,612,0,-12526,1097343282,29417,20468,8949,12834,5317,1049,7771,2110,6842,3731,5475,7667
2018-07-09,88372,44110,29704,4099,14558,10459,2371,1636,6452,1097349734,108894,45526,63368,51244,35896,2811,18954,8375,21001,2320,3643,7529
2018-07-10,105186,42844,33568,5255,28774,23519,1971,4840,16708,1097366442,156710,70102,86608,72753,41341,6297,18939,9613,55173,2896,4329,7799
2018-07-11,104112,57080,27641,3507,19391,15884,2047,2817,11020,1097377462,94501,47370,47131,54354,24622,3570,26020,15723,18396,3194,4676,7871
2018-07-12,212357,83861,17477,7534,111019,103485,4061,26111,73313,1097450775,260500,118336,142164,105170,65606,7420,40097,19007,81170,969,2732,7804
2018-07-13,77812,29032,56158,3943,-7378,-11321,1428,0,-12749,1097438026,71809,32999,38810,38763,16783,3622,17928,7743,30745,2827,13961,7714
2018-07-14,221172,100971,25599,5853,94602,88749,4274,17981,66494,1097504520,282531,148268,134263,148357,57641,5224,35079,21038,101250,2499,5004,7831
2018-07-15,161458,65717,46375,7867,49366,41499,1829,9284,30386,1097534906,145811,90566,55245,64166,23476,6695,29324,19588,28291,2376,11581,7764
2018-07-16,65490,28284,24519,2631,12687,10056,846,2366,6844,1097541750,65472,44442,21030,32705,12032,2599,17935,5806,13604,3377,4937,7766
2018-07-17,81035,29734,25908,3271,25393,22122,600,5065,16457,1097558207,74274,32999,41275,40097,20994,2790,21241,5394,25957,2181,5322,7826
2018-07-18,79683,37238,24564,4155,17881,13726,844,2428,10454,1097568661,75370,45141,30229,44422,14563,3610,14387,9413,20781,1241,4187,7646
2018-07-19,98007,36913,27989,2747,33105,30358,1601,7079,21678,1097590339,107674,54298,53376,58414,28630,5187,27991,9528,38588,3872,5269,7815
2018-07-20,169855,89480,28666,9246,51709,42463,2868,8234,31361,1097621700,245261,103641,141620,124453,71083,10208,30516,17139,63818,1838,5564,7650
2018-07-21,52950,23635,47050,1415,-17735,-19150,489,0,-19639,1097602061,51288,23507,27781,21276,15821,2559,9104,5104,17250,5808,5627,7625
2018-07-22,96245,36943,27490,5173,31812,26639,1801,6893,17945,1097620006,86689,57122,29567,41469,14791,3307,17678,6327,19670,1759,2902,7725
2018-07-23,70580,32697,34612,3003,3271,268,701,0,-433,1097619573,75095,44218,30877,40554,12631,2653,15376,5697,16719,2028,5587,7778
2018-07-24,119449,47664,41984,2864,29801,26937,1846,4620,20471,1097640044,131586,69211,62375,65660,34033,4239,25943,7268,23191,5211,7319,7823
2018-07-25,70584,29162,22997,2918,18425,15507,2030,3012,10465,1097650509,96454,39124,57330,46521,31257,3521,17742,6436,21305,1978,4786,7661
2018-07-26,103199,38122,25643,5296,39434,34138,2063,8906,23169,1097673678,97752,46022,51730,41444,30610,2891,25309,7259,33594,2229,4784,7513
2018-07-27,149214,57452,28171,5616,63591,57975,1009,13742,43224,1097716902,160728,94473,66255,66392,36098,3761,40673,10172,31575,1961,5693,7913
2018-07-28,115036,50336,41352,6168,23348,17180,947,3432,12801,1097729703,151494,65996,85498,82062,47409,6985,23452,10646,62151,3826,7213,7734
2018-07-29,68561,36862,44162,3837,-12463,-16300,805,0,-17105,1097712598,61794,40150,21644,25893,10597,4208,13470,8588,8626,6071,10902,7713
2018-07-30,96943,37719,31666,4381,27558,23177,1545,4247,17385,1097729983,133502,55524,77978,71424,46661,3163,27348,6458,25831,1955,3214,7621
2018-07-31,76889,30991,44066,3135,1832,-1303,518,0,-1821,1097728162,116971,70709,46262,55527,19649,2481,21493,5084,21010,5845,10630,7755
2018-08-01,131108,54761,25910,2856,50437,47581,1263,10054,36264,1097764426,186994,115441,71553,86982,39990,3881,20768,10703,55733,3434,6473,7828
2018-08-02,123778,66177,33726,6585,23875,17290,2001,3628,11661,1097776087,120955,77758,43197,64551,20066,5229,19061,19212,30855,2884,6977,7638
2018-08-03,73955,38277,20456,4052,15222,11170,1982,2420,6768,1097782855,90714,52627,38087,41896,19091,2798,20553,7874,11802,2114,4961,7851
2018-08-04,110155,50025,31155,5409,28975,23566,1821,4034,17711,1097800566,123891,78274,45617,57258,22210,4337,22739,11080,24359,4412,5178,7617
2018-08-05,66930,30583,33882,2664,2465,-199,818,0,-1017,1097799549,60992,25485,35507,27366,16823,3271,19745,5736,21372,5026,3490,7708
2018-08-06,203311,105107,36356,6047,61848,55801,1390,12610,41801,1097841350,183314,116187,67127,74266,38109,12390,36415,26059,45736,2210,6363,7707
2018-08-07,35201,15517,19173,1574,511,-1063,917,0,-1980,1097839370,44963,23380,21583,21494,10971,1221,5896,4254,13678,2847,3630,8049
2018-08-08,52389,28652,20000,2854,3737,883,303,116,464,1097839834,80782,46599,34183,46762,14536,3266,8644,7734,10421,2776,2559,7526
2018-08-09,177852,92649,26298,5585,58905,53320,4567,11628,37125,1097876959,192009,109282,82727,86225,38174,7624,28349,22814,62399,1617,6117,7580
2018-08-10,124345,58115,43409,4141,22821,18680,2529,3878,12273,1097889232,188069,80193,107876,80014,43545,6653,35367,17009,84020,3123,5161,7645
2018-08-11,65622,25302,21291,3500,19029,15529,1592,2872,11065,1097900297,85206,41087,44119,45610,24972,2864,16589,6190,33597,2663,4054,7602
2018-08-12,56702,30630,35767,1174,-9695,-10869,573,0,-11442,1097888855,71758,44538,27220,30494,14620,3908,16842,7277,11259,2201,8645,7440
2018-08-13,84153,38558,35780,2992,9815,6823,726,1568,4529,1097893384,89743,41745,47998,49335,23283,4091,24983,8412,23723,5079,4904,8005
2018-08-14,78398,30974,31617,1901,15807,13906,1482,2739,9685,1097903069,93907,43815,50092,56058,22420,2624,15521,4839,16164,3051,5289,7615
2018-08-15,40509,21546,35512,1513,-16549,-18062,426,0,-18488,1097884581,39237,17040,22197,19213,11001,2617,7161,5093,11241,5276,8057,7932
2018-08-16,89334,39665,20359,5033,29310,24277,1859,5096,17322,1097901903,128530,89538,38992,52054,22769,3002,19563,8977,11823,2709,3176,7806
2018-08-17,102102,55412,26426,5886,20264,14378,1120,3524,9734,1097911637,132487,68429,64058,66460,36661,7081,23980,9961,31320,3018,5215,7898
2018-08-18,82125,44182,22579,2268,15364,13096,2062,2663,8371,1097920008,80094,53430,26664,43916,12685,4473,19093,9877,16606,2883,4462,7901
2018-08-19,145200,68852,33843,3005,42505,39500,1407,9516,28577,1097948585,150639,76046,74593,73979,37878,4967,33101,13672,52555,3943,8197,7570
2018-08-20,71079,35708,22367,4179,13004,8825,1426,2039,5360,1097953945,65107,32864,32243,26085,17547,4243,18573,5946,14550,3066,2440,7773
2018-08-21,102376,48262,20045,5593,34069,28476,2538,7202,18736,1097972681,150925,71868,79057,69938,46902,7150,28810,10402,45813,1249,2111,7868
2018-08-22,94976,48804,38425,2116,7747,5631,2823,607,2201,1097974882,105597,71037,34560,43592,17179,6406,20203,9683,14030,2654,4795,8035
2018-08-23,125667,62559,32746,2749,30362,27613,1274,4743,21596,1097996478,117999,76813,41186,62956,18949,7755,20690,15034,18170,3341,6409,7653
2018-08-24,66461,35448,31987,2101,-974,-3075,1787,0,-4862,1097991616,68383,37149,31234,35176,18048,1867,15515,8762,11571,2833,6657,8059
2018-08-25,74337,26566,26621,3133,21150,18017,2107,4431,11479,1098003095,71179,48829,22350,37367,9484,3119,19532,6975,8360,1972,4440,7451
2018-08-26,74149,29380,51641,2604,-6872,-9476,961,0,-10437,1097992658,78808,31654,47154,31669,23067,2663,11788,6934,20507,3248,6188,7753
2018-08-27,70450,27037,31888,3087,11525,8438,850,2056,5532,1097998190,112060,48483,63577,51832,37813,2890,20733,6922,33104,1888,6679,7744
2018-08-28,51321,24846,26287,1652,188,-1464,765,0,-2229,1097995961,72234,33781,38453,41394,21824,1409,15140,3742,17169,2145,5274,7581
2018-08-29,131155,59497,26095,5830,45563,39733,2418,10330,26985,1098022946,181839,94096,87743,107107,41467,3855,21462,17641,37005,1485,5587,7744
2018-08-30,66949,36110,18646,2395,12193,9798,864,2192,6742,1098029688,106627,58240,48387,55199,19672,4726,12260,8456,22601,1742,3624,7637
2018-08-31,115930,49364,21258,2509,45308,42799,2777,7347,32675,1098062363,132374,88205,44169,68362,19971,3944,23304,9126,22284,1609,3874,7840
2018-09-01,66584,36346,18719,2557,11519,8962,1890,1862,5210,1098067573,91527,38900,52627,41098,27332,4656,12013,10425,32677,939,2162,7790
2018-09-02,146638,61124,21848,4553,63666,59113,1626,11838,45649,1098113222,160370,76157,84213,68821,49373,6008,29848,16568,41508,1665,4433,7779
2018-09-03,65368,27923,28816,1500,8629,7129,392,1740,4997,1098118219,102332,53444,48888,61159,24432,1495,15152,7253,33779,3510,4583,7811
2018-09-04,69398,29219,38540,2395,1639,-756,796,0,-1552,1098116667,80473,32975,47498,48037,25954,3602,15950,8675,32904,4242,8702,7959
2018-09-05,60094,21260,23508,1543,15326,13783,1775,2309,9699,1098126366,89267,60080,29187,38203,13081,1989,16599,4013,21711,3437,3012,7912
2018-09-06,110627,45513,40318,6246,24796,18550,2807,3533,12210,1098138576,129473,86453,43020,77331,22952,4174,20890,8374,23364,4175,7377,7673
2018-09-07,49141,20699,21427,2397,7015,4618,1242,874,2502,1098141078,65166,41178,23988,38448,10738,2798,8790,5651,17621,1078,4774,7836
2018-09-08,114132,56870,28768,5172,28494,23322,1551,6016,15755,1098156833,153286,73244,80042,73559,47190,6510,20078,14832,52474,1853,3869,7998
2018-09-09,179313,64727,25323,7704,89263,81559,4824,15670,61065,1098217898,203331,133976,69355,117441,40491,4567,35154,15915,50510,1823,4277,7704
2018-09-10,119500,46513,57883,3833,15104,11271,1505,2279,7487,1098225385,135715,84714,51001,63668,26964,5498,23444,8852,27540,4674,10449,7623
2018-09-11,92287,40683,32828,2462,18776,16314,2388,3565,10361,1098235746,142559,62540,80019,82412,36765,4418,26645,9639,61449,3928,4544,7462
2018-09-12,109670,43390,45190,6043,21090,15047,565,3130,11352,1098247098,136785,66784,70001,64913,28703,4477,21189,8557,30389,4481,10065,7720
2018-09-13,53458,20244,21475,1617,11739,10122,1023,2060,7039,1098254137,75076,48494,26582,35999,12033,2726,12139,3978,8047,1901,5247,7947
2018-09-14,86350,34922,26607,3207,24821,21614,587,4433,16594,1098270731,109254,76215,33039,59867,18165,2442,21946,9214,23435,2718,6154,7848
2018-09-15,97474,41050,22943,2569,33481,30912,2924,6272,21716,1098292447,87778,49145,38633,36466,16537,4177,19151,6819,15885,2574,4740,8059
2018-09-16,153949,62487,15358,5306,76104,70798,3454,14758,52586,1098345033,193109,118385,74724,96181,39743,8909,29400,15282,57304,1392,1554,7692
2018-09-17,167224,67260,27832,6649,72132,65483,3763,17009,44711,1098389744,238667,125465,113202,97836,50894,6720,42456,10909,81267,1727,3303,7661
2018-09-18,48378,25077,30162,1794,-6861,-8655,340,0,-8995,1098380749,54627,32228,22399,25253,12570,1288,9723,3931,13057,2249,4813,7676
2018-09-19,99898,51484,31152,2095,17262,15167,2509,3121,9537,1098390286,142765,84803,57962,80341,29244,6402,27897,9865,29431,1718,5591,7746
2018-09-20,136233,61167,33448,4906,41618,36712,1326,8319,27067,1098417353,200341,125772,74569,117124,33232,5817,21220,14741,43394,4074,8334,7883
2018-09-21,74019,27423,25226,2766,21370,18604,1801,4702,12101,1098429454,113339,58105,55234,56265,31568,2772,16929,7502,39744,1765,6192,7784
2018-09-22,127619,68088,17130,3390,42401,39011,3761,9208,26042,1098455496,186799,121718,65081,82763,28920,6337,28010,16008,44572,1812,2187,7820
2018-09-23,100802,37540,23227,5858,40035,34177,970,6033,27174,1098482670,120306,51827,68479,48733,40265,4552,15193,10951,28489,1304,4549,7813
2018-09-24,126653,46270,25219,5965,55164,49199,1149,10170,37880,1098520550,170465,68736,101729,73380,43049,2997,25014,13238,72553,3783,3811,7734
2018-09-25,102196,51465,50196,4782,535,-4247,2689,0,-6936,1098513614,113072,73436,39636,65021,17127,5563,20672,13643,30781,5737,5214,7907
2018-09-26,41480,19145,58922,2384,-36587,-38971,1042,0,-40013,1098473601,57730,30176,27554,30467,14583,1314,8148,5280,11883,8456,7589,7853
2018-09-27,90627,42724,31319,4243,16584,12341,1004,2701,8636,1098482237,97862,60892,36970,46215,16500,5666,22091,12527,25767,2175,4012,7739
2018-09-28,60598,25871,29445,2299,5282,2983,940,488,1555,1098483792,95166,53553,41613,44409,17549,1621,18003,7065,30361,2930,6257,7366
2018-09-29,113530,60100,34299,5514,19131,13617,678,3579,9360,1098493152,115279,62999,52280,50311,27521,6127,19473,11323,18159,3040,4035,7961
2018-09-30,113310,41660,28172,4196,43478,39282,2303,6711,30268,1098523420,110650,73936,36714,49802,18006,4690,23174,12267,25777,4138,2959,7701
2018-10-01,123625,67326,33447,6559,22852,16293,1643,2949,11701,1098535121,116323,76878,39445,59606,21244,7357,29476,10559,30561,3835,8345,7516
2018-10-02,120485,58433,33149,5300,28903,23603,2313,5596,15694,1098550815,171695,85447,86248,76977,36883,5895,20291,15932,64406,3099,3356,7610
2018-10-03,84217,44856,23713,2432,15648,13216,1437,3265,8514,1098559329,131833,66841,64992,74890,34480,2351,19517,9537,44430,2269,4841,7829
2018-10-04,67403,30413,28099,2481,8891,6410,1379,1314,3717,1098563046,77880,46515,31365,36500,18225,2022,15250,6012,18600,2639,3065,7598
2018-10-05,130147,63430,70122,5006,-3405,-8411,1903,0,-10314,1098552732,191989,86455,105534,81143,50445,8815,34796,11425,37103,9402,8716,7732
2018-10-06,175173,90145,48465,6997,36563,29566,5189,4693,19684,1098572416,223431,116118,107313,104282,46202,8509,43949,18203,47654,5934,10745,7683
2018-10-07,113426,42688,22318,4593,48420,43827,2291,9376,32160,1098604576,119036,47716,71320,53404,33875,6023,18401,8531,56006,2073,5142,8038
2018-10-08,130524,66970,19597,3301,43957,40656,855,9903,29898,1098634474,194870,113363,81507,109393,40219,8130,27072,16649,53798,1813,4695,8018
2018-10-09,176097,62795,22539,6088,90763,84675,4998,15601,64076,1098698550,165369,67281,98088,68899,49978,5379,47798,11029,64692,1277,5484,7844
2018-10-10,110815,51781,36996,3876,22038,18162,2194,4381,11587,1098710137,141952,84755,57197,59643,25715,3827,28535,10117,41279,4694,4522,7794
2018-10-11,108078,45220,29356,5374,33502,28128,1436,7195,19497,1098729634,127688,68105,59583,65038,29865,4761,25185,11320,27933,4167,5673,7638
2018-10-12,109596,59780,16182,6265,33634,27369,1406,4880,21083,1098750717,135943,84743,51200,70071,24278,4237,17201,11509,27403,1477,2342,8053
2018-10-13,51281,25661,24819,2279,801,-1478,1427,0,-2905,1098747812,57846,27085,30761,34158,13774,1827,7710,4295,22738,1658,3002,7956
2018-10-14,194811,82829,25806,5926,86176,80250,2695,19031,58524,1098806336,219694,125591,94103,99210,56086,6298,54592,18092,55622,2641,4412,7741
2018-10-15,132938,62879,33564,3975,36495,32520,1246,7244,24030,1098830366,198505,81349,117156,117502,51418,8828,37242,9548,85593,2367,4925,7852
