week,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,capex,dividends,r_and_d,marketing_expense,employee_count
2015-10-25,43315,16317,6113,1312,20885,19573,506,4583,14484,502361619,54237,25396,28841,30710,13426,1512,7319,4609,11751,583,1245,764,773,1175
2015-11-01,23068,8446,8992,587,5630,5043,352,921,3770,502365389,30195,12106,18089,12171,10575,1252,3629,1656,6480,775,508,632,2137,1074
2015-11-08,12204,6048,7240,371,-1084,-1455,335,0,-1790,502363599,18845,9254,9591,8567,4353,777,3438,1535,7096,245,0,986,991,1034
2015-11-15,18737,8418,5223,663,5096,4433,514,823,3096,502366695,17508,7574,9934,7012,5939,1176,3035,2213,5167,508,372,440,714,1070
2015-11-22,13507,5908,8136,780,-537,-1317,299,0,-1616,502365079,17579,9525,8054,8493,4301,555,2327,1020,4934,472,0,1177,1807,1240
2015-11-29,25267,12530,7081,1122,5656,4534,669,927,2938,502368017,37838,22822,15016,20647,7398,920,3874,2632,8187,1051,260,405,821,1009
2015-12-06,29861,15023,17061,1595,-2223,-3818,216,0,-4034,502363983,31932,21150,10782,17874,5636,1370,7294,3341,7939,377,0,1683,2274,1066
2015-12-13,59090,22559,9644,2861,26887,24026,1573,5707,16746,502380729,89427,55871,33556,52676,15251,2743,14025,4587,19243,2188,2205,1058,1693,1020
2015-12-20,35111,16574,5446,860,13091,12231,457,2476,9298,502390027,32068,21857,10211,16730,4644,1010,10464,3287,5518,1291,1364,407,1223,1099
2015-12-27,28760,10845,7122,1422,10793,9371,272,2241,6858,502396885,40630,16909,23721,18321,10027,836,8140,2743,18083,1006,659,905,870,1034
2016-01-03,44556,22290,12564,1381,9702,8321,489,1534,6298,502403183,69203,27934,41269,40472,17449,1218,9429,4065,27231,2672,834,1416,2289,1091
2016-01-10,13438,6469,14607,612,-7638,-8250,208,0,-8458,502394725,18276,10936,7340,10144,3446,603,2765,1659,2611,453,0,757,3019,1000
2016-01-17,36354,19679,5422,1223,11253,10030,410,1855,7765,502402490,43891,21366,22525,22599,12447,2612,7072,5712,8759,1182,1139,601,1242,1130
2016-01-24,45732,16637,4701,2740,24394,21654,595,4686,16373,502418863,42596,20278,22318,22965,11641,873,7905,3906,15479,1387,2147,466,1130,1162
2016-01-31,18860,6816,13718,576,-1674,-2250,158,0,-2408,502416455,29121,14539,14582,17032,6132,801,3220,1648,10469,1399,0,955,2986,1084
2016-02-07,54519,22159,8854,1699,23506,21807,676,5385,15746,502432201,67015,32230,34785,36354,19843,3174,9260,3553,19918,962,1910,1324,1752,1098
2016-02-14,39942,16070,7108,2286,16764,14478,771,2826,10881,502443082,36759,20344,16415,17412,8540,1184,6675,4494,9475,416,1127,993,1173,1098
2016-02-21,29821,11910,10699,626,7212,6586,479,1638,4469,502447551,41239,21941,19298,22377,11428,1422,5549,2296,11887,1415,231,848,1250,1117
2016-02-28,45693,24274,4158,2187,17261,15074,625,3889,10560,502458111,56535,31305,25230,23069,13474,3581,8956,5881,13108,2712,793,433,858,1108
2016-03-06,88483,35385,9331,4337,43767,39430,2094,7454,29882,502487993,87336,52560,34776,41684,15129,5174,26035,10505,22260,4331,4248,762,2323,1150
2016-03-13,38517,15576,8827,2059,14114,12055,1053,2656,8346,502496339,40442,20874,19568,19463,9681,1145,9120,3728,6932,1188,1190,1126,1858,1175
2016-03-20,39629,19889,10897,2337,8843,6506,948,1049,4509,502500848,37455,17806,19649,16232,10408,1194,11815,5145,15339,1076,586,1559,1117,1074
2016-03-27,29861,13137,6492,1763,10232,8469,397,1769,6303,502507151,38879,17490,21389,15731,8677,852,6147,2848,14439,1392,934,558,1132,1101
2016-04-03,25495,12884,8714,576,3897,3321,602,683,2036,502509187,34047,17188,16859,14527,6794,1549,5574,2049,10378,1097,266,1138,1675,1164
2016-04-10,49741,18060,6356,2630,25325,22695,438,5474,16783,502525970,62376,38832,23544,33117,10027,2214,9883,4870,10787,2206,856,635,1293,1049
2016-04-17,25196,11276,8955,1155,4965,3810,208,873,2729,502528699,37088,23255,13833,20786,6229,1324,4471,1751,5263,1667,215,803,1862,1023
2016-04-24,36249,12931,6655,1664,16663,14999,494,3021,11484,502540183,54472,32687,21785,32555,10586,1081,6216,3299,10994,2171,609,957,1223,1135
2016-05-01,28839,10455,7682,725,10702,9977,727,2015,7235,502547418,38383,18048,20335,18012,10116,700,8414,1604,12827,1147,430,776,1026,1150
2016-05-08,41836,22227,5921,1925,13688,11763,467,2150,9146,502556564,38026,21919,16107,19769,6887,2402,12468,6209,9936,1083,657,573,1429,1091
2016-05-15,38999,14736,10360,2313,13903,11590,257,2855,8478,502565042,54078,30890,23188,31767,12398,1450,6113,2559,11393,1924,851,1215,2119,1100
2016-05-22,50993,23277,11217,2880,16499,13619,423,3040,10156,502575198,60814,33161,27653,26357,14358,2860,8799,5287,16776,1717,1369,854,1520,1093
2016-05-29,27060,11696,8116,1017,7248,6231,716,1384,4131,502579329,35067,19813,15254,19060,7000,1101,5778,2802,10783,993,563,669,1204,1089
2016-06-05,29328,12302,8190,633,8836,8203,611,1556,6036,502585365,39721,21749,17972,21886,7238,1032,5219,2690,5628,423,674,1173,1952,1169
2016-06-12,21728,11515,5841,749,4372,3623,246,717,2660,502588025,24882,14174,10708,10396,4449,914,4445,2316,5625,422,380,688,1362,1077
2016-06-19,26455,9375,7124,1404,9956,8552,500,1718,6334,502594359,40793,25073,15720,23344,7519,667,4481,2064,10678,1205,633,945,1145,1124
2016-06-26,36118,17436,8245,1736,10437,8701,657,1469,6575,502600934,35893,15538,20355,20194,8769,1335,7891,3430,11665,1540,913,636,872,1094
2016-07-03,41319,22423,20002,1586,-1106,-2692,884,0,-3576,502597358,56609,35374,21235,23022,10094,1334,7882,4837,13288,1197,0,2088,2146,1068
2016-07-10,20749,9587,6266,461,4896,4435,225,1096,3114,502600472,18737,8259,10478,7836,5508,812,4208,1954,5850,579,242,922,893,1186
2016-07-17,41787,22455,12773,1549,6559,5010,1112,1051,2847,502603319,64655,27154,37501,26497,19105,1205,6859,5275,29848,1539,403,1046,2483,1119
2016-07-24,49957,18007,12125,1936,19825,17889,636,4000,13253,502616572,48896,33876,15020,22832,6702,1236,10702,3344,4916,694,1177,801,2275,1156
2016-07-31,33768,14647,9550,1930,9571,7641,755,1553,5333,502621905,32634,22423,10211,16378,4787,1826,10046,4369,5570,1577,535,965,1863,1073
2016-08-07,59830,24054,15565,2731,20211,17480,323,3141,14016,502635921,67794,28347,39447,34336,20623,1986,11926,5415,13637,2996,1162,1382,3231,1113
2016-08-14,20482,10162,10159,665,161,-504,293,0,-797,502635124,23790,12679,11111,10790,6357,1187,5765,1820,4221,313,0,670,1045,1189
2016-08-21,16801,9178,9977,689,-2354,-3043,232,0,-3275,502631849,17641,8042,9599,10273,5286,1117,4645,2033,4718,684,0,1385,1155,1283
2016-08-28,13466,5404,8537,305,-475,-780,250,0,-1030,502630819,17635,9622,8013,8353,4092,584,3943,1513,3027,422,0,1273,1314,1056
2016-09-04,49636,23867,11642,2924,14127,11203,338,2487,8378,502639197,60062,38983,21079,24572,9959,3481,13328,3658,16480,2991,1173,1244,1435,1147
2016-09-11,35346,13771,11527,1216,10048,8832,875,1704,6253,502645450,32657,22376,10281,15024,4863,718,8799,3469,7951,722,315,1469,1283,1179
2016-09-18,26599,12317,7111,1040,7171,6131,278,1594,4259,502649709,29891,17644,12247,15131,7053,1526,7407,2860,5732,584,368,966,1395,1129
2016-09-25,30488,13500,5992,1043,10996,9953,668,1694,7591,502657300,44735,22644,22091,21546,9010,1969,4919,2368,13694,1464,508,720,1332,1204
2016-10-02,17460,9505,8243,826,-288,-1114,438,0,-1552,502655748,24144,14028,10116,10980,6045,1295,3831,2591,5735,1048,0,449,1755,1120
2016-10-09,73381,34614,6588,3411,32179,28768,1398,6429,20941,502676689,103277,50978,52299,44023,27869,2312,21896,7107,37017,1828,1153,433,1466,1173
2016-10-16,29330,12316,7740,1426,9274,7848,690,1445,5713,502682402,40730,27409,13321,22965,7143,1018,7785,2390,8175,1563,602,442,1547,1141
2016-10-23,29441,10976,12690,905,5775,4870,634,944,3292,502685694,32906,21755,11151,19718,4545,738,8665,3010,3347,410,262,647,2669,1230
2016-10-30,38188,14521,7318,1246,16349,15103,530,3574,10999,502696693,37033,21015,16018,17254,8347,1599,10194,3569,10918,1732,697,590,1030,1137
2016-11-06,35160,13890,9073,879,12197,11318,887,2636,7795,502704488,38350,19077,19273,18267,9578,1684,9888,3955,12979,508,991,810,2259,1155
2016-11-13,32256,12909,8090,1491,11257,9766,399,1687,7680,502712168,47811,23333,24478,25034,10309,1055,8257,3156,13582,2227,551,599,1031,1221
2016-11-20,21883,11382,11536,472,-1035,-1507,422,0,-1929,502710239,34714,14234,20480,18874,9330,1183,5779,2972,15390,1029,0,651,1525,1124
2016-11-27,36930,17071,4882,1621,14977,13356,873,2452,10031,502720270,46003,29660,16343,22008,9447,2033,8438,4702,12326,1285,777,503,700,1181
2016-12-04,66175,30088,6867,3626,29220,25594,958,5010,19626,502739896,60007,32111,27896,34863,14227,2772,19100,4760,15676,2936,2133,531,1691,1088
2016-12-11,54430,20300,9344,3028,24786,21758,684,4349,16725,502756621,54323,27028,27295,27813,13175,2749,14901,5408,16486,2695,1940,1211,2320,1127
2016-12-18,61265,31982,11620,2326,17663,15337,1010,2633,11694,502768315,68951,37325,31626,33791,13110,4067,16945,7741,25246,2483,605,590,2547,1202
2016-12-25,26905,13306,7816,1032,5783,4751,685,782,3284,502771599,35111,22668,12443,18585,6754,751,6752,2135,5592,530,244,1049,1519,1135
2017-01-01,22629,8226,5088,522,9315,8793,639,2272,5882,502777481,21556,9428,12128,12730,6556,922,4428,1861,5607,652,548,740,906,1159
2017-01-08,32533,15992,10464,1524,6077,4553,606,835,3112,502780593,50763,33366,17397,28372,9095,1176,5054,2597,6809,1582,259,1273,2570,1213
2017-01-15,35565,16314,7355,1880,11896,10016,766,1772,7478,502788071,41097,27504,13593,16768,6824,1725,10326,4248,10167,1257,1035,907,1503,1161
2017-01-22,54712,20043,6700,1630,27969,26339,1509,4735,20095,502808166,84191,57588,26603,39272,12949,2920,13017,4649,17884,2760,2588,960,1619,1233
2017-01-29,18200,8038,6914,671,3248,2577,136,615,1826,502809992,26324,13669,12655,13007,6564,1108,3544,2355,4465,283,206,490,1020,1204
2017-02-05,66869,29886,7605,3581,29378,25797,722,6656,18419,502828411,95543,44441,51102,44227,22826,2703,11526,5304,40416,3674,1544,1137,1141,1217
2017-02-12,34420,13188,7955,1896,13277,11381,782,2180,8419,502836830,45596,23349,22247,24624,13087,1044,9446,3177,14805,1755,1011,1013,1815,1259
2017-02-19,31197,16820,4665,927,9712,8785,798,1454,6533,502843363,41765,20877,20888,23608,10815,1235,8594,3057,15149,611,878,572,571,1214
2017-02-26,24871,12933,12574,1045,-636,-1681,657,0,-2338,502841025,33491,15166,18325,18295,8471,1335,6769,3131,5939,1099,0,1083,3042,1277
2017-03-05,19342,9358,13329,536,-3345,-3881,297,0,-4178,502836847,25920,15090,10830,15497,5306,575,4773,2418,5983,848,0,1394,2348,1247
2017-03-12,52313,23146,11528,1259,17639,16380,378,3046,12956,502849803,67359,36575,30784,30615,17274,2429,10719,5980,19988,2512,1618,1330,2755,1177
2017-03-19,38830,16788,6263,2192,15779,13587,619,2894,10074,502859877,61759,40743,21016,35511,9086,842,7596,4571,12010,829,1080,702,943,1270
2017-03-26,22508,10808,8841,1189,2859,1670,242,290,1138,502861015,31795,13024,18771,17593,8608,890,3405,3005,11888,1115,92,1065,1834,1220
2017-04-02,22419,10292,9673,1130,2454,1324,275,243,806,502861821,32370,19201,13169,15293,7057,741,6166,1663,9336,687,100,563,1668,1189
2017-04-09,32780,11881,10879,720,10020,9300,797,1746,6757,502868578,49522,31144,18378,27080,8511,1748,5347,2394,8953,1500,478,931,2111,1224
2017-04-16,72685,32890,10261,3907,29534,25627,501,6886,18240,502886818,76388,47960,28428,32145,15877,4036,17780,8323,20591,3127,2334,958,1802,1268
2017-04-23,33358,17055,6870,1252,9433,8181,857,1982,5342,502892160,31979,21292,10687,17840,4554,1449,7526,3834,4077,1222,697,523,1684,1237
2017-04-30,20102,8882,8655,677,2565,1888,315,372,1201,502893361,24887,15398,9489,12604,5243,527,4603,1586,4132,367,159,582,1764,1307
2017-05-07,32888,11853,9795,1377,11240,9863,655,1984,7224,502900585,41434,28106,13328,18996,5513,1205,9505,2761,4287,1394,703,626,1349,1272
2017-05-14,32143,16305,13394,760,2444,1684,233,316,1135,502901720,47585,23783,23802,25275,9581,1163,4974,3442,11478,2320,79,1160,3167,1245
2017-05-21,12026,4693,11254,604,-3921,-4525,162,0,-4687,502897033,14559,8021,6538,7692,3790,486,3199,979,3203,237,0,1118,1622,1170
2017-05-28,34106,13701,11629,1477,8776,7299,247,1782,5270,502902303,44324,17917,26407,19587,13633,1830,5382,3719,18554,1955,655,655,1811,1214
2017-06-04,31286,11981,9121,859,10184,9325,909,1895,6521,502908824,39700,15963,23737,16121,11165,1337,4872,2530,14873,1513,904,1319,1052,1228
2017-06-11,44594,18553,14114,1228,11927,10699,1123,2544,7032,502915856,41327,19508,21819,20115,9743,2104,9564,2857,11310,1693,809,1786,3317,1261
2017-06-18,69526,34857,9371,1903,25298,23395,1147,6105,16143,502931999,92515,39804,52711,47544,27588,3629,11087,5532,33000,1969,1040,1153,1339,1260
2017-06-25,51184,23231,6415,1140,21538,20398,542,4241,15615,502947614,75733,36205,39528,43571,19835,3316,13736,6468,12902,1629,2241,432,891,1238
2017-07-02,28785,11254,12898,1252,4633,3381,816,606,1959,502949573,29080,13177,15903,17031,9515,1611,6604,3310,6204,1345,292,1424,3070,1237
2017-07-09,20239,10637,11222,1085,-1620,-2705,276,0,-2981,502946592,26635,10882,15753,13471,9399,1077,3124,2694,9664,650,0,1156,2478,1269
2017-07-16,86737,45616,7493,1795,33628,31833,783,6211,24839,502971431,114105,76769,37336,62845,19676,3676,13537,9336,23174,1429,2719,1111,908,1192
2017-07-23,31229,16368,7527,686,7334,6648,596,1340,4712,502976143,31695,12756,18939,15463,9253,1571,7554,4760,13012,1078,602,939,1621,1321
2017-07-30,30218,12019,9742,1297,8457,7160,864,1263,5033,502981176,29808,18506,11302,16371,5631,825,8187,2998,5668,447,622,1048,2308,1136
2017-08-06,29365,12928,11112,1550,5325,3775,150,970,2655,502983831,46574,20755,25819,20537,13852,1469,6333,3577,17074,1950,390,1501,1242,1313
2017-08-13,31719,17350,8726,1049,5643,4594,347,832,3415,502987246,37289,25120,12169,17683,5115,1735,7396,4596,7812,1330,210,572,1953,1239
2017-08-20,27388,13815,10311,931,3262,2331,779,350,1202,502988448,29009,19373,9636,15283,4487,833,7394,2858,7532,1305,130,531,1878,1294
2017-08-27,22890,8136,15713,1004,-959,-1963,212,0,-2175,502986273,23346,13918,9428,9423,3913,568,5530,1805,3843,966,0,1870,3149,1263
2017-09-03,23012,8354,13352,713,1306,593,180,103,310,502986583,31465,18932,12533,17132,5197,818,4228,1486,7217,456,43,799,2322,1264
2017-09-10,28184,12479,10520,594,5185,4591,543,884,3164,502989747,37389,15015,22374,21204,9826,1732,6819,2418,13444,944,435,647,2153,1276
2017-09-17,22968,12215,10974,1135,-221,-1356,610,0,-1966,502987781,31018,21572,9446,14883,4695,1303,5610,3258,7550,1271,0,1366,1154,1291
2017-09-24,21510,9846,6255,969,5409,4440,364,965,3111,502990892,20684,13721,6963,10127,3878,1163,5595,2797,2789,552,315,482,1341,1236
2017-10-01,29994,13484,11129,1297,5381,4084,896,714,2474,502993366,45755,30589,15166,26092,7539,1131,7292,3488,8517,2237,329,1256,1169,1306
2017-10-08,26144,9702,15661,1299,781,-518,575,0,-1093,502992273,30653,18324,12329,17016,5759,1039,7723,2132,5833,1209,0,2220,2636,1201
2017-10-15,53342,25676,8715,2508,18951,16443,365,3641,12437,503004710,59709,30060,29649,27325,12348,2432,9580,4185,16691,634,1147,712,1069,1257
2017-10-22,10241,5268,7362,289,-2389,-2678,305,0,-2983,503001727,12531,8372,4159,5824,2121,611,2997,835,1730,566,0,528,1646,1301
2017-10-29,46383,19763,7838,1582,18782,17200,705,3983,12512,503014239,54409,26522,27887,29151,12668,1088,10703,4074,9030,763,1649,475,1153,1311
2017-11-05,50099,25306,7216,1255,17577,16322,610,4136,11576,503025815,75374,42874,32500,38640,16997,2514,12564,5557,19054,1177,1720,455,1213,1286
2017-11-12,13502,7330,8009,340,-1837,-2177,256,0,-2433,503023382,20935,9000,11935,9053,7107,583,2227,1769,5585,824,0,450,1316,1245
2017-11-19,27462,10731,8620,1292,8111,6819,346,1242,5231,503028613,30549,20669,9880,14113,4172,887,5687,1620,3863,1362,291,507,1861,1311
2017-11-26,27655,12574,5800,1503,9281,7778,198,1375,6205,503034818,41614,18403,23211,24136,10269,1837,7340,3753,10723,1309,816,541,999,1234
2017-12-03,18623,7588,9992,1090,1043,-47,94,0,-141,503034677,26949,12598,14351,14489,7098,518,4768,1552,4659,581,0,820,2182,1357
2017-12-10,24422,12420,11035,1102,967,-135,397,0,-532,503034145,37892,21501,16391,22629,9732,1008,3810,3443,12707,911,0,1331,1225,1267
2017-12-17,21791,10144,6673,596,4974,4378,565,988,2825,503036970,23361,14699,8662,12928,4802,1024,5055,2336,5116,554,213,914,859,1196
2017-12-24,69788,33283,15782,1691,20723,19032,1347,3706,13979,503050949,90995,53305,37690,53541,21847,4537,11392,5644,26661,2099,798,2028,2884,1215
2017-12-31,51268,26125,10286,2692,14857,12165,1537,2440,8188,503059137,55994,26297,29697,24819,13861,2395,15349,7044,15192,1104,813,1060,2490,1279
2018-01-07,59673,25611,11943,2575,22119,19544,726,4180,14638,503073775,88129,35277,52852,48850,31627,3186,16983,6569,39727,3028,857,719,1328,1285
2018-01-14,48685,25950,7077,2178,15658,13480,585,2850,10045,503083820,43998,27593,16405,17777,6899,3520,7457,5946,8886,2025,765,856,753,1378
2018-01-21,23579,10766,12883,1209,-70,-1279,212,0,-1491,503082329,30544,21245,9299,16315,3818,872,6574,2446,5458,681,0,1112,1591,1230
2018-01-28,30451,11620,6710,1466,12121,10655,277,2010,8368,503090697,34636,22270,12366,17105,7062,1037,8767,1895,6751,605,606,393,1316,1285
2018-02-04,46255,22627,12597,2469,11031,8562,561,1598,6403,503097100,52078,28021,24057,24443,14084,1938,9391,5620,16037,2268,388,1691,2014,1232
2018-02-11,23581,11995,9308,525,2278,1753,585,217,951,503098051,31868,21388,10480,18244,4382,1599,6082,3439,6113,1264,138,780,2083,1262
2018-02-18,51609,21333,11589,2575,18687,16112,1427,2934,11751,503109802,77209,40377,36832,44075,15568,1161,11164,3498,16051,3647,915,832,1284,1373
2018-02-25,35509,18516,6908,1919,10085,8166,1043,1289,5834,503115636,47100,26257,20843,19050,8475,1497,8816,3509,7770,783,551,947,894,1234
2018-03-04,33839,17976,6882,1064,8981,7917,366,1833,5718,503121354,50664,27518,23146,26442,9742,2120,6803,5129,13958,799,800,965,998,1321
2018-03-11,52439,21258,10997,2392,20184,17792,1418,3465,12909,503134263,56908,30405,26503,26950,11711,2265,10403,4095,14433,1802,1520,923,2134,1313
2018-03-18,47220,25815,6639,1538,14766,13228,624,3495,9109,503143372,59670,37745,21925,28828,13024,2417,10089,6404,7630,2063,1018,568,1346,1294
2018-03-25,34215,12938,11802,1995,9475,7480,268,1438,5774,503149146,41584,23205,18379,23554,9807,1345,5879,2979,9149,1215,696,1274,1400,1323
2018-04-01,62728,24489,6409,1338,31830,30492,1678,6183,22631,503171777,56967,28200,28767,26317,15986,1708,17230,5864,16034,1935,3007,791,1548,1241
2018-04-08,25504,9866,13168,1102,2470,1368,533,180,655,503172432,32894,15705,17189,19362,9544,918,5160,2095,12263,566,90,742,1990,1384
2018-04-15,49997,26438,6240,1333,17319,15986,456,2809,12721,503185153,68149,28031,40118,29708,20340,2648,10500,5155,13562,1989,1454,682,1292,1399
2018-04-22,49176,23647,11732,2384,13797,11413,774,2808,7831,503192984,64634,37162,27472,34420,15371,3313,13971,3719,13029,2348,1089,1704,2096,1307
2018-04-29,33962,12920,11967,918,9075,8157,414,1419,6324,503199308,48070,22544,25526,25690,13252,983,7624,3380,18157,1313,655,912,1597,1427
2018-05-06,43329,18981,7942,1275,16406,15131,1015,3868,10248,503209556,56325,25033,31292,25371,14485,2596,10037,4971,19533,2094,797,1119,1802,1288
2018-05-13,22777,10775,12281,906,-279,-1185,372,0,-1557,503207999,21564,12855,8709,10026,4461,1233,6684,2700,3875,605,0,1781,2735,1329
2018-05-20,53640,19669,9993,3036,23978,20942,1595,4519,14828,503222827,52648,31818,20830,29849,10555,1023,15181,4849,15053,1229,1544,769,1593,1383
2018-05-27,33921,17859,7447,966,8615,7649,216,1742,5691,503228518,44692,27961,16731,24686,9448,2187,5950,3332,9146,990,800,934,1402,1290
2018-06-03,29173,14899,7230,752,7044,6292,405,1445,4442,503232960,31871,17563,14308,14846,8533,798,6447,2285,7858,843,240,534,1003,1246
2018-06-10,53810,24271,5496,2710,24043,21333,917,4465,15951,503248911,51429,34366,17063,26064,8228,3634,15911,6585,13451,562,1432,680,1118,1236
2018-06-17,26234,14256,10682,1050,1296,246,461,0,-215,503248696,31500,21448,10052,12989,5556,1957,5400,3189,7776,1157,0,1386,1563,1421
2018-06-24,19454,8434,5584,1099,5436,4337,251,754,3332,503252028,25057,16092,8965,11069,3765,672,4002,1653,4297,1098,250,417,1265,1293
2018-07-01,18018,9853,9777,466,-1612,-2078,419,0,-2497,503249531,20363,12028,8335,10124,4629,746,3230,1629,3086,492,0,1189,1297,1312
2018-07-08,42064,20341,8450,1928,13273,11345,1130,2306,7909,503257440,59071,29011,30060,24644,14257,1793,7031,3243,13913,699,1150,1109,864,1268
2018-07-15,19451,9277,11490,570,-1316,-1886,554,0,-2440,503255000,26271,18255,8016,14939,3270,794,5078,1877,2527,1300,0,987,1612,1372
2018-07-22,64460,24700,8946,1693,30814,29121,1620,7392,20109,503275109,73031,35219,37812,39700,17872,2155,17114,6687,11736,1501,2139,597,1151,1288
2018-07-29,13688,7205,9053,648,-2570,-3218,360,0,-3578,503271531,19552,9010,10542,11511,5504,590,4043,2074,5247,295,0,536,1596,1304
2018-08-05,61217,26660,11240,2678,23317,20639,1149,5112,14378,503285909,82893,44153,38740,44654,16420,2989,16285,7585,29850,2055,1969,1209,1467,1345
2018-08-12,33396,12772,10352,1676,10272,8596,857,1556,6183,503292092,44958,18750,26208,26439,15327,848,6228,3678,19281,1778,789,1530,2220,1279
2018-08-19,29238,10307,10017,947,8914,7967,368,1667,5932,503298024,37641,26106,11535,19231,4793,1387,4562,2949,6410,819,670,1325,1364,1325
2018-08-26,24251,11203,10341,920,2707,1787,363,301,1123,503299147,22019,12695,9324,11451,5464,1470,7222,2566,5432,726,166,968,2131,1406
2018-09-02,35187,16027,6378,1274,12782,11508,455,2432,8621,503307768,48824,27687,21137,29070,11444,1565,7075,2932,6404,1300,1022,661,1191,1359
2018-09-09,29459,14549,13001,1749,1909,160,492,0,-332,503307436,34268,20449,13819,18108,6439,1968,5797,3924,5635,504,0,1013,3223,1345
2018-09-16,46477,24542,11219,1473,10716,9243,564,1999,6680,503314116,72496,39808,32688,29445,15630,1834,13287,4468,10211,1683,372,744,2805,1351
2018-09-23,31358,11473,7426,997,12459,11462,911,2745,7806,503321922,46177,18915,27262,25155,14944,594,7456,2181,18464,1801,499,729,1711,1323
2018-09-30,31964,15864,9632,1093,6468,5375,410,1113,3852,503325774,41917,24467,17450,24358,9079,1776,5825,2935,6506,1445,367,928,2061,1444
2018-10-07,26211,10156,10154,1116,5901,4785,195,1051,3539,503329313,28217,17349,10868,15777,5807,973,7427,2308,7983,417,313,1038,1604,1305
2018-10-14,29914,15604,8651,900,5659,4759,544,1116,3099,503332412,31188,16374,14814,16117,7079,1665,8944,3094,9209,516,398,1257,1843,1358
2018-10-21,35017,17992,11611,1982,5414,3432,225,804,2403,503334815,39859,24999,14860,21295,7394,2518,5708,3115,6163,1420,159,1282,2827,1355
2018-10-28,15834,7254,14437,485,-5857,-6342,123,0,-6465,503328350,19533,9143,10390,11681,6213,1066,4423,1581,3936,831,0,1596,1494,1401
2018-11-04,18581,9143,12911,1037,-3473,-4510,195,0,-4705,503323645,20574,9595,10979,8603,4861,1037,3876,2570,6739,493,0,811,2333,1408
2018-11-11,43611,18006,5941,1053,19664,18611,724,4803,13084,503336729,54970,24650,30320,29324,14662,2276,9970,4242,22753,1859,1215,889,788,1353
2018-11-18,35305,15684,11609,1633,8012,6379,559,1383,4437,503341166,35861,18346,17515,16377,8028,916,10140,4419,11546,603,344,1478,2132,1371
2018-11-25,31204,16049,13277,1756,1878,122,780,0,-658,503340508,49440,32339,17101,26105,9457,1060,9237,2879,8111,1110,0,1829,2257,1374
2018-12-02,34483,15236,10320,922,8927,8005,810,1489,5706,503346214,33640,21811,11829,17544,6539,1879,6528,2667,7023,364,319,944,1923,1246
2018-12-09,40096,16903,12942,2355,10251,7896,628,1892,5376,503351590,62243,32046,30197,26808,13845,1574,7295,3995,13751,2535,349,1297,2364,1282
2018-12-16,28659,12863,18821,1092,-3025,-4117,382,0,-4499,503347091,44121,25446,18675,19473,7774,1217,4645,2823,14932,1149,0,1924,4593,1333
2018-12-23,26544,13687,14179,1535,-1322,-2857,343,0,-3200,503343891,33651,20737,12914,17644,5195,1107,6218,3408,8709,1435,0,984,2592,1337
2018-12-30,39912,16645,10050,1879,13217,11338,972,2001,8365,503352256,56174,26534,29640,23910,14390,1843,6068,4481,17997,2153,615,1195,2281,1307
2019-01-06,25391,9769,14250,814,1372,558,160,103,295,503352551,30602,13784,16818,13864,8107,669,5377,2566,8605,1320,38,1999,2109,1406
2019-01-13,44946,22132,10884,1237,11930,10693,239,2294,8160,503360711,60274,41687,18587,34178,11109,2494,7237,6448,11321,1291,484,722,1804,1370
2019-01-20,19617,10107,10323,631,-813,-1444,488,0,-1932,503358779,22332,13070,9262,10394,4575,681,4135,2120,4361,389,0,605,1761,1361
2019-01-27,59322,21957,8148,1407,29217,27810,1004,7186,19620,503378399,65896,45760,20136,32791,9087,1238,9254,3973,6331,3221,1026,1009,1155,1311
2019-02-03,48077,19133,16179,1238,12765,11527,398,2463,8666,503387065,62729,31448,31281,36899,18088,1589,13235,4451,15564,2427,734,1251,2540,1373
2019-02-10,44568,16864,8314,1078,19390,18312,485,4167,13660,503400725,55652,33998,21654,24789,10788,1233,8087,2810,16571,2413,1638,934,1578,1246
2019-02-17,60150,25238,16032,2221,18880,16659,1703,2766,12190,503412915,78536,36659,41877,37534,21769,3506,11985,4879,25677,827,719,1917,2998,1371
2019-02-24,79626,35041,10975,4126,33610,29484,2109,4934,22441,503435356,87641,41924,45717,45687,19162,1945,22336,6349,15634,2119,3116,902,2145,1384
2019-03-03,61711,30841,6431,1583,24439,22856,1404,4387,17065,503452421,71392,39521,31871,39342,15189,2087,16165,6461,23664,2835,2405,846,982,1394
2019-03-10,19768,9493,11253,498,-978,-1476,337,0,-1813,503450608,18952,9398,9554,10998,5626,996,3615,1582,4151,249,0,1182,1658,1306
2019-03-17,24788,11754,5231,1134,7803,6669,446,1196,5027,503455635,23216,10454,12762,13537,6609,1153,3986,1819,5384,759,749,716,1003,1397
2019-03-24,32207,13542,10934,898,7731,6833,946,1127,4760,503460395,34700,16617,18083,19270,8479,739,8289,3365,8111,943,380,1381,1311,1335
2019-03-31,41702,21614,12322,997,7766,6769,1215,1228,4326,503464721,39699,16305,23394,17693,12285,1096,8699,5221,13770,425,253,1686,1700,1349
2019-04-07,50567,22465,8723,1349,19379,18030,525,4285,13220,503477941,49184,30068,19116,19918,11127,3343,13396,5757,10941,956,668,454,927,1427
